         472639 function calls (450277 primitive calls) in 1.746 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      515    0.000    0.000    0.002    0.000 typing.py:159(_type_convert)
       10    0.000    0.000    0.002    0.000 filters.py:104(preceding_text)
      176    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
      514    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:920(find_spec)
        1    0.000    0.000    0.002    0.002 style_transformation.py:1(<module>)
        1    0.000    0.000    0.002    0.002 processors.py:1(<module>)
       47    0.002    0.000    0.002    0.000 {built-in method nt.get_terminal_size}
       80    0.001    0.000    0.002    0.000 gettext.py:224(_expand_lang)
        1    0.000    0.000    0.002    0.002 io.py:1(<module>)
       62    0.000    0.000    0.002    0.000 __init__.py:178(sub)
       22    0.000    0.000    0.002    0.000 typing.py:1655(__getitem_inner__)
        7    0.000    0.000    0.002    0.000 dataclasses.py:528(_init_fn)
      376    0.000    0.000    0.002    0.000 basedatatypes.py:2431(_get_child_props)
        1    0.000    0.000    0.002    0.002 basevalidators.py:1(<module>)
       66    0.001    0.000    0.002    0.000 typing.py:1877(__init_subclass__)
       69    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1562(__init__)
        1    0.000    0.000    0.002    0.002 access.py:1(<module>)
      243    0.000    0.000    0.002    0.000 typing.py:1591(<genexpr>)
        1    0.000    0.000    0.002    0.002 fuzzy_completer.py:1(<module>)
        1    0.000    0.000    0.002    0.002 project.py:1(<module>)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:40(__getattr__)
        1    0.000    0.000    0.002    0.002 _position_node_finder.py:1(<module>)
        1    0.000    0.000    0.002    0.002 async_generator.py:1(<module>)
        1    0.000    0.000    0.002    0.002 plain_text.py:1(<module>)
      515    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:748(find_spec)
      112    0.000    0.000    0.002    0.000 _parser.py:98(closegroup)
        1    0.000    0.000    0.002    0.002 config.py:364(BaseConfigurator)
     1515    0.002    0.000    0.002    0.000 inspect.py:292(isclass)
     1699    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
       33    0.000    0.000    0.002    0.000 argparse.py:1342(__init__)
     1239    0.001    0.000    0.002    0.000 copy.py:243(_keep_alive)
       26    0.001    0.000    0.002    0.000 inspect.py:2331(_signature_from_function)
       14    0.000    0.000    0.002    0.000 copy.py:259(_reconstruct)
        1    0.001    0.001    0.002    0.002 deduplicate.py:1(<module>)
     1684    0.001    0.000    0.002    0.000 basevalidators.py:178(is_numpy_convertable)
       35    0.000    0.000    0.002    0.000 textwrap.py:341(_split_chunks)
       11    0.000    0.000    0.002    0.000 argparse.py:298(_format_usage)
        1    0.000    0.000    0.002    0.002 xmlbuilder.py:1(<module>)
      516    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:198(cb)
      660    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
     2243    0.002    0.000    0.002    0.000 main.py:76(getDimension)
        1    0.000    0.000    0.002    0.002 packaging.py:1(<module>)
        4    0.000    0.000    0.002    0.000 cache.py:1(<module>)
       10    0.000    0.000    0.002    0.000 inspect.py:3261(signature)
       75    0.000    0.000    0.002    0.000 basedatatypes.py:4270(__init__)
     2063    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        1    0.000    0.000    0.002    0.002 mixed.py:1(<module>)
       10    0.000    0.000    0.002    0.000 inspect.py:3007(from_callable)
      278    0.001    0.000    0.002    0.000 basevalidators.py:186(is_homogeneous_array)
        1    0.000    0.000    0.002    0.002 flow_analysis.py:1(<module>)
       42    0.000    0.000    0.002    0.000 typing.py:866(__init__)
      576    0.002    0.000    0.002    0.000 {built-in method nt._path_splitroot}
       16    0.000    0.000    0.002    0.000 inspect.py:1332(getfullargspec)
     1642    0.001    0.000    0.002    0.000 _parser.py:256(match)
        1    0.000    0.000    0.002    0.002 basevalidators.py:1143(ColorValidator)
     8942    0.002    0.000    0.002    0.000 {built-in method builtins.id}
      203    0.000    0.000    0.002    0.000 typing.py:715(<genexpr>)
       11    0.000    0.000    0.002    0.000 argparse.py:394(_format_actions_usage)
        1    0.000    0.000    0.002    0.002 py3compat.py:1(<module>)
      139    0.000    0.000    0.002    0.000 base.py:29(__and__)
        1    0.000    0.000    0.002    0.002 splitinput.py:1(<module>)
      270    0.001    0.000    0.002    0.000 <frozen os>:674(__getitem__)
        1    0.000    0.000    0.002    0.002 modeline.py:1(<module>)
        1    0.000    0.000    0.002    0.002 json.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _process_win32.py:1(<module>)
      515    0.001    0.000    0.002    0.000 __init__.py:102(find_spec)
        2    0.000    0.000    0.002    0.001 files.py:1(<module>)
        1    0.000    0.000    0.002    0.002 alias.py:1(<module>)
       35    0.000    0.000    0.002    0.000 textwrap.py:157(_split)
      303    0.001    0.000    0.002    0.000 typing_extensions.py:2954(_has_generic_or_protocol_as_origin)
        1    0.000    0.000    0.002    0.002 sysinfo.py:1(<module>)
      506    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
       22    0.000    0.000    0.001    0.000 typing.py:1636(copy_with)
        1    0.000    0.000    0.001    0.001 lazy_value.py:1(<module>)
      515    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.001    0.001 decorators.py:1(<module>)
       40    0.000    0.000    0.001    0.000 basedatatypes.py:5957(__init__)
     1918    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
       19    0.000    0.000    0.001    0.000 typing.py:1670(__getitem__)
        1    0.000    0.000    0.001    0.001 shellapp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 paths.py:1(<module>)
       11    0.000    0.000    0.001    0.000 argparse.py:509(_format_text)
       80    0.000    0.000    0.001    0.000 locale.py:396(normalize)
        2    0.000    0.000    0.001    0.001 _layout.py:1(<module>)
      110    0.001    0.000    0.001    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.001    0.001 interactiveshell.py:286(InteractiveShell)
        6    0.000    0.000    0.001    0.000 filters.py:131(following_text)
        2    0.000    0.000    0.001    0.001 token.py:1(<module>)
       11    0.000    0.000    0.001    0.000 magic_arguments.py:101(_fill_text)
        2    0.001    0.000    0.001    0.001 style.py:60(__new__)
       27    0.001    0.000    0.001    0.000 main.py:290(checkHeight)
     2035    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      125    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
       27    0.001    0.000    0.001    0.000 main.py:246(checkDepth)
       27    0.001    0.000    0.001    0.000 main.py:268(checkWidth)
        3    0.000    0.000    0.001    0.000 traitlets.py:2397(__init__)
       14    0.000    0.000    0.001    0.000 text.py:357(dedent)
      295    0.001    0.000    0.001    0.000 enum.py:688(__call__)
      171    0.000    0.000    0.001    0.000 <frozen _collections_abc>:771(get)
       53    0.001    0.000    0.001    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 _layout.py:5(Layout)
      270    0.001    0.000    0.001    0.000 _compiler.py:398(_simple)
        3    0.000    0.000    0.001    0.000 traitlets.py:2426(<listcomp>)
     1023    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
        2    0.000    0.000    0.001    0.001 traitlets.py:2313(info)
   186/66    0.000    0.000    0.001    0.000 basedatatypes.py:4585(_prop_defaults)
      8/6    0.000    0.000    0.001    0.000 basedatatypes.py:4502(_init_child_props)
        2    0.000    0.000    0.001    0.001 text.py:1(<module>)
        7    0.000    0.000    0.001    0.000 dataclasses.py:588(_repr_fn)
      145    0.001    0.000    0.001    0.000 guarded_eval.py:417(_find_dunder)
       22    0.000    0.000    0.001    0.000 argparse.py:1475(add_argument_group)
        2    0.000    0.000    0.001    0.001 descriptions.py:9(describe)
        4    0.000    0.000    0.001    0.000 <decorator-gen-1>:1(catch_format_error)
       69    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1687(<setcomp>)
       23    0.000    0.000    0.001    0.000 enum.py:484(__prepare__)
     2178    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
      332    0.001    0.000    0.001    0.000 traitlets.py:507(__init__)
        2    0.000    0.000    0.001    0.001 descriptions.py:145(add_article)
     2689    0.001    0.000    0.001    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.001    0.001 mouse_events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 core.py:511(FrameInfo)
       14    0.000    0.000    0.001    0.000 typing.py:2893(<dictcomp>)
       14    0.000    0.000    0.001    0.000 textwrap.py:419(dedent)
        5    0.000    0.000    0.001    0.000 inspect.py:3215(__str__)
        1    0.000    0.000    0.001    0.001 pydoc.py:1(<module>)
      633    0.001    0.000    0.001    0.000 enum.py:1507(_get_value)
        1    0.000    0.000    0.001    0.001 openpy.py:1(<module>)
        1    0.001    0.001    0.001    0.001 base.py:223(DummyOutput)
      506    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
        3    0.000    0.000    0.001    0.000 warnings.py:131(filterwarnings)
     1395    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
     3937    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     1124    0.001    0.000    0.001    0.000 _parser.py:176(append)
       22    0.000    0.000    0.001    0.000 argparse.py:1652(__init__)
       49    0.000    0.000    0.001    0.000 named_commands.py:43(decorator)
    48/22    0.000    0.000    0.001    0.000 basedatatypes.py:5688(_send_prop_set)
      156    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
        6    0.000    0.000    0.001    0.000 __init__.py:183(dumps)
        1    0.000    0.000    0.001    0.001 param.py:1(<module>)
        7    0.000    0.000    0.001    0.000 dataclasses.py:624(_cmp_fn)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1231(create_module)
       28    0.000    0.000    0.001    0.000 inspect.py:2756(__str__)
    26/14    0.000    0.000    0.001    0.000 basedatatypes.py:5463(_relayout_child)
      507    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
       96    0.001    0.000    0.001    0.000 traitlets.py:2248(__init__)
    26/14    0.000    0.000    0.001    0.000 basedatatypes.py:5414(_prop_set_child)
        4    0.000    0.000    0.001    0.000 utils.py:48(encode)
        1    0.001    0.001    0.001    0.001 {built-in method _imp.create_dynamic}
        6    0.000    0.000    0.001    0.000 encoder.py:183(encode)
     5045    0.001    0.000    0.001    0.000 copy.py:182(_deepcopy_atomic)
       66    0.000    0.000    0.001    0.000 ast.py:33(parse)
      478    0.000    0.000    0.001    0.000 _layout.py:62(_subplot_re_match)
      209    0.001    0.000    0.001    0.000 _compiler.py:216(_compile_charset)
       99    0.001    0.000    0.001    0.000 {method 'sort' of 'list' objects}
       76    0.001    0.000    0.001    0.000 utils.py:308(split_string_positions)
        1    0.000    0.000    0.001    0.001 _deprecations.py:1(<module>)
       37    0.000    0.000    0.001    0.000 typing.py:1040(__init__)
     3800    0.001    0.000    0.001    0.000 basedatatypes.py:4628(parent)
      638    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
    78/42    0.000    0.000    0.001    0.000 basedatatypes.py:4545(_get_child_prop_defaults)
        6    0.001    0.000    0.001    0.000 encoder.py:205(iterencode)
     1644    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
     3283    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
     3283    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.001    0.001 displaypub.py:1(<module>)
      804    0.001    0.000    0.001    0.000 _parser.py:293(tell)
       22    0.000    0.000    0.001    0.000 argparse.py:279(add_arguments)
     1520    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        7    0.000    0.000    0.001    0.000 expatbuilder.py:917(parseString)
        1    0.000    0.000    0.001    0.001 prefix.py:1(<module>)
       33    0.000    0.000    0.001    0.000 inspect.py:1437(formatannotation)
       40    0.000    0.000    0.001    0.000 locale.py:362(_replace_encoding)
       30    0.000    0.000    0.001    0.000 contextlib.py:272(contextmanager)
       36    0.000    0.000    0.001    0.000 argparse.py:261(add_argument)
      515    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:357(__init__)
      180    0.000    0.000    0.001    0.000 typing.py:1310(__getattr__)
        2    0.001    0.000    0.001    0.000 {built-in method builtins.print}
       36    0.000    0.000    0.001    0.000 traitlets.py:3579(__init__)
      367    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
     3678    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      270    0.000    0.000    0.001    0.000 <frozen os>:748(encodekey)
      320    0.000    0.000    0.001    0.000 utils.py:398(_rev)
     2676    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
   113/94    0.001    0.000    0.001    0.000 _compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.001    0.001 vt100.py:1(<module>)
       84    0.001    0.000    0.001    0.000 inspect.py:2669(__init__)
        1    0.000    0.000    0.001    0.001 stdlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 renderer.py:1(<module>)
       63    0.000    0.000    0.001    0.000 base.py:106(create)
      679    0.001    0.000    0.001    0.000 _parser.py:113(__init__)
       14    0.000    0.000    0.001    0.000 importers.py:4(relative_import)
        1    0.000    0.000    0.001    0.001 magics.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _subplots.py:1(<module>)
        1    0.000    0.000    0.001    0.001 displayhook.py:1(<module>)
      335    0.001    0.000    0.001    0.000 enum.py:79(_is_private)
        1    0.000    0.000    0.001    0.001 formatting.py:1(<module>)
       61    0.000    0.000    0.001    0.000 typing.py:334(_remove_dups_flatten)
      105    0.001    0.000    0.001    0.000 _parser.py:231(__init__)
     1778    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
      173    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1035(_resolve_name)
     2396    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
